StoreID,StoreName,Address,City,Region,Postcode,Country,CountryCode,Latitude,Longitude,Phone,Website,OpeningHours,Source,SourceRef,SourceURL,RetrievedAt
DEC-00842,Decathlon,,Aurangabad,Maharashtra,,India,IN,19.8739134,75.3167632,,,,OpenStreetMap,node/13244981408,https://www.openstreetmap.org/node/13244981408,2026-07-11T20:29:07+00:00
DEC-00843,Decathlon,,Balapur,Telangana,,India,IN,17.2423690,78.4347539,+91 9581800054,https://www.decathlon.in/c/209-decathlon-shamshabad,,OpenStreetMap,node/4529476389,https://www.openstreetmap.org/node/4529476389,2026-07-11T20:29:07+00:00
DEC-00844,Decathlon,"# 1st Raj Alkaa Park, Kalena Agrahara, Bannerghatta Main Road, Himagiri Meadows",Bangalore,Karnataka,560083,India,IN,12.8638347,77.5905032,08095556217,https://decathlon.in/,09:00-22:00,OpenStreetMap,way/1149959392,https://www.openstreetmap.org/way/1149959392,2026-07-11T20:29:07+00:00
DEC-00845,Decathlon,96/1 Sarjapur Road,Bangalore,Karnataka,560035,India,IN,12.9014109,77.7072161,09538712550,https://www.decathlon.in,,OpenStreetMap,way/609445530;way/60195208,https://www.openstreetmap.org/way/609445530; https://www.openstreetmap.org/way/60195208,2026-07-11T20:29:07+00:00
DEC-00846,Decathlon,,Bangalore,Karnataka,,India,IN,12.9054565,77.4724797,,,,OpenStreetMap,way/997670449,https://www.openstreetmap.org/way/997670449,2026-07-11T20:29:07+00:00
DEC-00847,Decathlon,,Bangalore,Karnataka,,India,IN,12.9654910,77.5616184,,,,OpenStreetMap,node/4881135463,https://www.openstreetmap.org/node/4881135463,2026-07-11T20:29:07+00:00
DEC-00848,Decathlon,,Bangalore,Karnataka,,India,IN,12.9709182,77.6071631,,,,OpenStreetMap,node/6584009978,https://www.openstreetmap.org/node/6584009978,2026-07-11T20:29:07+00:00
DEC-00849,Decathlon,"2/E1 2/E1, Devasdabdar Near Phoenix Market City Whitefield, ITPL Main Rd, Bhadrappa Layout, KEB Colony, Industrial Area, Hoodi",Bangalore,Karnataka,560048,India,IN,12.9947345,77.7009314,80950 00898,https://www.decathlon.in/,10:00-21:30,OpenStreetMap,way/183870747,https://www.openstreetmap.org/way/183870747,2026-07-11T20:29:07+00:00
DEC-00850,Decathlon,,Bangalore,Karnataka,,India,IN,13.0255328,77.6391048,,,,OpenStreetMap,node/12952263254,https://www.openstreetmap.org/node/12952263254,2026-07-11T20:29:07+00:00
DEC-00851,Decathlon,,Basi,Punjab,,India,IN,30.6193405,76.8241770,+918558857226,https://stores.decathlon.in/zirakpur-zirakpur/4698131566428160,Mo-Su 09:00-21:00,OpenStreetMap,way/408258806,https://www.openstreetmap.org/way/408258806,2026-07-11T20:29:07+00:00
DEC-00852,Decathlon,,Calangute,Goa,,India,IN,15.5333555,73.7646985,,,,OpenStreetMap,node/7183848185,https://www.openstreetmap.org/node/7183848185,2026-07-11T20:29:07+00:00
DEC-00853,Decathlon,"NH Bypass, Old NH 47, Vyttila, Ernakulam",Cochin,Kerala,682019,India,IN,9.9603898,76.3194203,+91 9633077277,https://decathlon.in/,Mo-Su 10:00-20:45,OpenStreetMap,way/607435066,https://www.openstreetmap.org/way/607435066,2026-07-11T20:29:07+00:00
DEC-00854,Decathlon,,Dam Dam,West Bengal,,India,IN,22.5711576,88.4349610,,,,OpenStreetMap,node/6269026085,https://www.openstreetmap.org/node/6269026085,2026-07-11T20:29:07+00:00
DEC-00855,Decathalon,,Dehradun,Uttarakhand,,India,IN,30.2892083,78.0436760,,,,OpenStreetMap,node/9381749548;node/6362075438,https://www.openstreetmap.org/node/9381749548; https://www.openstreetmap.org/node/6362075438,2026-07-11T20:29:07+00:00
DEC-00856,Decathlon,,Delhi,NCT,,India,IN,28.6415196,77.2957324,,,12:00-21:00,OpenStreetMap,node/9279862911,https://www.openstreetmap.org/node/9279862911,2026-07-11T20:29:07+00:00
DEC-00857,Decathlon,,Delhi,NCT,,India,IN,28.6582845,77.2979629,,,,OpenStreetMap,node/6189049685,https://www.openstreetmap.org/node/6189049685,2026-07-11T20:29:07+00:00
DEC-00858,Decathlon,,Elur,Kerala,,India,IN,10.0654879,76.3260708,+91-99614 10011,,Mo-Su 10:00-22:00,OpenStreetMap,way/947436485,https://www.openstreetmap.org/way/947436485,2026-07-11T20:29:07+00:00
DEC-00859,Decathlon,,Ferokh,Kerala,,India,IN,11.2352186,75.8447848,,,,OpenStreetMap,way/797755203,https://www.openstreetmap.org/way/797755203,2026-07-11T20:29:07+00:00
DEC-00860,Decathlon,,Guntur,Andhra Pradesh,,India,IN,16.3340155,80.4418885,,,,OpenStreetMap,node/12768425927,https://www.openstreetmap.org/node/12768425927,2026-07-11T20:29:07+00:00
DEC-00861,Decathlon,,Gurgaon,Haryana,,India,IN,28.4274998,77.0361629,,,,OpenStreetMap,node/5931064285,https://www.openstreetmap.org/node/5931064285,2026-07-11T20:29:07+00:00
DEC-00862,Decathlon,"First Floor, Huda City Centre, Sector 29",Gurugram,Haryana,122002,India,IN,28.4590571,77.0726215,+91 99998 69464,https://www.decathlon.in,Mo-Su 08:00-22:00,OpenStreetMap,node/4694038438,https://www.openstreetmap.org/node/4694038438,2026-07-11T20:29:07+00:00
DEC-00863,Decathlon,,Hoskote,Karnataka,,India,IN,12.9597011,77.7473973,,,,OpenStreetMap,node/9862517212,https://www.openstreetmap.org/node/9862517212,2026-07-11T20:29:07+00:00
DEC-00864,Decathlon,,Hoskote,Karnataka,,India,IN,12.9872094,77.7365730,,,,OpenStreetMap,node/10033933657,https://www.openstreetmap.org/node/10033933657,2026-07-11T20:29:07+00:00
DEC-00865,Decathlon,,Hoskote,Karnataka,,India,IN,13.0419394,77.7435020,,,,OpenStreetMap,node/13732061900,https://www.openstreetmap.org/node/13732061900,2026-07-11T20:29:07+00:00
DEC-00866,Decathlon,,Hyderabad,Telangana,,India,IN,17.4167437,78.4172555,,,,OpenStreetMap,node/13272712928,https://www.openstreetmap.org/node/13272712928,2026-07-11T20:29:07+00:00
DEC-00867,Decathlon,,Hyderabad,Telangana,,India,IN,17.4205697,78.4553970,,,,OpenStreetMap,node/6255318388,https://www.openstreetmap.org/node/6255318388,2026-07-11T20:29:07+00:00
DEC-00868,Decathlon,"Lower Ground Floor Nexus Hyderabad Mall, KPHB 9th Phase Road",Hyderabad,Telangana,500072,India,IN,17.4847502,78.3886538,08951923451,https://www.decathlon.in/,Mo-Su 11:00-22:00,OpenStreetMap,node/11358156624,https://www.openstreetmap.org/node/11358156624,2026-07-11T20:29:07+00:00
DEC-00869,Decathlon,,Irugur,Tamil Nadu,,India,IN,11.0571993,77.0795422,,,,OpenStreetMap,way/1135667354,https://www.openstreetmap.org/way/1135667354,2026-07-11T20:29:07+00:00
DEC-00870,Decathlon,,Jalandhar,Punjab,,India,IN,31.3194167,75.5844871,,,,OpenStreetMap,node/10823268225,https://www.openstreetmap.org/node/10823268225,2026-07-11T20:29:07+00:00
DEC-00871,Decathlon,,Karol Bagh,NCT,,India,IN,28.6830315,77.2061078,,,,OpenStreetMap,node/13110159217,https://www.openstreetmap.org/node/13110159217,2026-07-11T20:29:07+00:00
DEC-00872,Decathlon,Shakespeare Sarani,Kolkata,West Bengal,,India,IN,22.5438800,88.3610496,,,,OpenStreetMap,node/10784335506;node/13264386953,https://www.openstreetmap.org/node/10784335506; https://www.openstreetmap.org/node/13264386953,2026-07-11T20:29:07+00:00
DEC-00873,DECATHLON PLAYGROUND,,Kottayam,Kerala,,India,IN,9.6380385,76.5447645,,,Mo-Su 09:00-21:00,OpenStreetMap,way/1266751629;node/11697841737;way/685595041;way/1137795884;way/1258304704,https://www.openstreetmap.org/way/1266751629; https://www.openstreetmap.org/node/11697841737; https://www.openstreetmap.org/way/685595041; https://www.openstreetmap.org/way/1137795884; https://www.openstreetmap.org/way/1258304704,2026-07-11T20:29:07+00:00
DEC-00874,Decathlon,,Kukatpalli,Telangana,,India,IN,17.4464137,78.3639336,,,,OpenStreetMap,node/9803882487,https://www.openstreetmap.org/node/9803882487,2026-07-11T20:29:07+00:00
DEC-00875,Decathlon,"s2, survey 1050 JNTU Road",Kukatpalli,Telangana,5000072,India,IN,17.4902097,78.3928179,,,Mo-Su 10:00-21:30,OpenStreetMap,node/9120904217,https://www.openstreetmap.org/node/9120904217,2026-07-11T20:29:07+00:00
DEC-00876,Decathlon,,Lucknow,Uttar Pradesh,,India,IN,26.7845311,80.9914848,,,,OpenStreetMap,node/10959807300,https://www.openstreetmap.org/node/10959807300,2026-07-11T20:29:07+00:00
DEC-00877,Decathlon,,Madurai,Tamil Nadu,,India,IN,9.9538166,78.1779077,,,,OpenStreetMap,node/4543308490,https://www.openstreetmap.org/node/4543308490,2026-07-11T20:29:07+00:00
DEC-00878,Decathlon,,Meerut,Uttar Pradesh,,India,IN,29.0077066,77.7461651,,,11:00-21:00,OpenStreetMap,node/11517516606,https://www.openstreetmap.org/node/11517516606,2026-07-11T20:29:07+00:00
DEC-00879,Decathlon,Appasaheb Marathe Marg,Mumbai,Maharashtra,400025,India,IN,19.0125214,72.8267952,081053 67284,https://www.decathlon.in/store,Mo-Su 11:00-22:00,OpenStreetMap,node/12495395201,https://www.openstreetmap.org/node/12495395201,2026-07-11T20:29:07+00:00
DEC-00880,Decathlon,,Mumbai,Maharashtra,,India,IN,19.0777339,72.8346260,,,,OpenStreetMap,node/10266735209,https://www.openstreetmap.org/node/10266735209,2026-07-11T20:29:07+00:00
DEC-00881,Decathlon,,Mumbai,Maharashtra,,India,IN,19.0852214,72.8864014,,,,OpenStreetMap,node/10694497426,https://www.openstreetmap.org/node/10694497426,2026-07-11T20:29:07+00:00
DEC-00882,Decathlon,,Mysuru,Karnataka,,India,IN,12.3071729,76.6738555,,,,OpenStreetMap,way/574084101,https://www.openstreetmap.org/way/574084101,2026-07-11T20:29:07+00:00
DEC-00883,Decathlon,,Nangloi Jat,NCT,,India,IN,28.5963440,77.0357319,,,,OpenStreetMap,node/12074868089,https://www.openstreetmap.org/node/12074868089,2026-07-11T20:29:07+00:00
DEC-00884,Decathlon,,New Delhi,NCT,,India,IN,28.5287505,77.2194784,,,Mo-Su 11:00-22:00,OpenStreetMap,node/10755749880,https://www.openstreetmap.org/node/10755749880,2026-07-11T20:29:07+00:00
DEC-00885,Decathlon,,New Delhi,NCT,,India,IN,28.5632565,77.2245648,,,,OpenStreetMap,node/6189045286,https://www.openstreetmap.org/node/6189045286,2026-07-11T20:29:07+00:00
DEC-00886,Decathlon,,Noida,Uttar Pradesh,,India,IN,28.5680476,77.3209092,,,,OpenStreetMap,node/11875621300,https://www.openstreetmap.org/node/11875621300,2026-07-11T20:29:07+00:00
DEC-00887,Decathlon,,Noida,Uttar Pradesh,,India,IN,28.6396433,77.3697303,,,,OpenStreetMap,node/5350562380,https://www.openstreetmap.org/node/5350562380,2026-07-11T20:29:07+00:00
DEC-00888,Decathlon,,Padra,Gujarat,,India,IN,22.3197532,73.1125841,,,,OpenStreetMap,node/11828290807,https://www.openstreetmap.org/node/11828290807,2026-07-11T20:29:07+00:00
DEC-00889,Decathlon,,Palakkad,Kerala,,India,IN,10.7661013,76.6609562,,,11:00-22:00,OpenStreetMap,node/12750430962,https://www.openstreetmap.org/node/12750430962,2026-07-11T20:29:07+00:00
DEC-00890,Decathlon,,Palasbari,Assam,,India,IN,26.1004151,91.6130902,,,,OpenStreetMap,way/518568490,https://www.openstreetmap.org/way/518568490,2026-07-11T20:29:07+00:00
DEC-00891,Decathlon,Christian Colony,Patna,Bihar,800001,India,IN,25.6175078,85.1349643,,,,OpenStreetMap,node/11194431139,https://www.openstreetmap.org/node/11194431139,2026-07-11T20:29:07+00:00
DEC-00892,Decathlon,,Perungudi,Tamil Nadu,,India,IN,12.9660077,80.2483692,,https://www.decathlon.in/,Mo-Su 09:00-18:00,OpenStreetMap,node/5392055521,https://www.openstreetmap.org/node/5392055521,2026-07-11T20:29:07+00:00
DEC-00893,Decathlon,,Pimpri,Maharashtra,,India,IN,18.6088808,73.7515498,,,Mo-Su 10:00-22:00,OpenStreetMap,node/11114872194,https://www.openstreetmap.org/node/11114872194,2026-07-11T20:29:07+00:00
DEC-00894,Decathlon,,Pitampura,NCT,,India,IN,28.6422738,77.1066449,,,,OpenStreetMap,node/6189047087,https://www.openstreetmap.org/node/6189047087,2026-07-11T20:29:07+00:00
DEC-00895,Decathlon,,Pitampura,NCT,,India,IN,28.6581569,77.1274355,,,,OpenStreetMap,node/11816110720,https://www.openstreetmap.org/node/11816110720,2026-07-11T20:29:07+00:00
DEC-00896,Decathlon,,Pitampura,NCT,,India,IN,28.7242475,77.1125210,,,,OpenStreetMap,node/11015243113,https://www.openstreetmap.org/node/11015243113,2026-07-11T20:29:07+00:00
DEC-00897,Decathlon,,Powai,Maharashtra,,India,IN,19.1316532,72.8356666,,,Mo-Su 11:00-22:00,OpenStreetMap,node/12759310777,https://www.openstreetmap.org/node/12759310777,2026-07-11T20:29:07+00:00
DEC-00898,Decathlon,,Pune,Maharashtra,,India,IN,18.5188321,73.9337713,,,,OpenStreetMap,node/7195032149,https://www.openstreetmap.org/node/7195032149,2026-07-11T20:29:07+00:00
DEC-00899,Decathlon,,Pune,Maharashtra,,India,IN,18.5193301,73.8771201,,,,OpenStreetMap,node/11111344337,https://www.openstreetmap.org/node/11111344337,2026-07-11T20:29:07+00:00
DEC-00900,Decathlon,,Quthbullapur,Telangana,,India,IN,17.5096540,78.4785380,,,,OpenStreetMap,node/4686182689,https://www.openstreetmap.org/node/4686182689,2026-07-11T20:29:07+00:00
DEC-00901,Decathlon,,Salem,Tamil Nadu,,India,IN,11.6750636,78.1324864,,,,OpenStreetMap,node/10688153218,https://www.openstreetmap.org/node/10688153218,2026-07-11T20:29:07+00:00
DEC-00902,Decathlon,,Thane,Maharashtra,,India,IN,19.2683092,72.9649488,,,,OpenStreetMap,node/5084140470,https://www.openstreetmap.org/node/5084140470,2026-07-11T20:29:07+00:00
DEC-00903,Decathlon,,Thiruvananthapuram,Kerala,,India,IN,8.5292110,76.9288563,,https://www.decathlon.in/,,OpenStreetMap,node/11058168405,https://www.openstreetmap.org/node/11058168405,2026-07-11T20:29:07+00:00
DEC-00904,Decathlon,,Trichur,Kerala,,India,IN,10.4535725,76.2587510,,,,OpenStreetMap,way/799460195,https://www.openstreetmap.org/way/799460195,2026-07-11T20:29:07+00:00
DEC-00905,Decathlon,,Uppal Kalan,Telangana,,India,IN,17.4027597,78.5846217,,,,OpenStreetMap,way/577895288,https://www.openstreetmap.org/way/577895288,2026-07-11T20:29:07+00:00
DEC-00906,Decathlon,,Vepagunta,Andhra Pradesh,,India,IN,17.7436538,83.2605757,,https://www.decathlon.in/cms/decathlon-stores-2020#ANDHRAPRADESH,,OpenStreetMap,node/9769510046,https://www.openstreetmap.org/node/9769510046,2026-07-11T20:29:07+00:00
DEC-00907,Decathlon,Decathlon Chennai-Kolkata Hwy,Yanamalakuduru,Andhra Pradesh,,India,IN,16.5157343,80.7001454,,,,OpenStreetMap,way/1248011846,https://www.openstreetmap.org/way/1248011846,2026-07-11T20:29:07+00:00
DEC-00908,Decathlon,,Yelahanka,Karnataka,,India,IN,13.1685049,77.6326238,,,Mo-Su 08:00-22:00,OpenStreetMap,way/640257941,https://www.openstreetmap.org/way/640257941,2026-07-11T20:29:07+00:00
DEC-00909,Decathlon,Hennur Bagalur Road,bangalore,Karnataka,560077,India,IN,13.0658622,77.6525199,,,,OpenStreetMap,way/774644022,https://www.openstreetmap.org/way/774644022,2026-07-11T20:29:07+00:00
DEC-00910,Decathlon,"San Centre, No. 668/22 NH 47 Road, Vadekevila Pallimukku Pazhayttin Kuzhi Jn",kollam,Kerala,691010,India,IN,8.8726541,76.6320519,08951481037,https://www.decathlon.in/store/kollam,Mo-Su 010:00-21:00,OpenStreetMap,node/13164448735,https://www.openstreetmap.org/node/13164448735,2026-07-11T20:29:07+00:00
DEC-00911,Decathlon,,Ciputat,West Java,,Indonesia,ID,-6.2203444,106.6660122,,,Mo-Su 10:00-22:00,OpenStreetMap,way/563686553,https://www.openstreetmap.org/way/563686553,2026-07-11T20:29:07+00:00
DEC-00912,Decathlon,,Jagirsidosermo,East Java,,Indonesia,ID,-7.2885425,112.6763824,+62 817-4841-044,https://www.decathlon.co.id/s/lokasi-toko/decathlon-pakuwon-mall-surabaya,Mo-Su 10:00-22:00,OpenStreetMap,node/13911256893,https://www.openstreetmap.org/node/13911256893,2026-07-11T20:29:07+00:00
DEC-00913,Decathlon,Jalan Bulevar Ahmad Yani,Kota Bekasi,West Java,17143,Indonesia,ID,-6.2294222,106.9953931,,,,OpenStreetMap,way/1036300501,https://www.openstreetmap.org/way/1036300501,2026-07-11T20:29:07+00:00
DEC-00914,Decathlon,Saint Margaret's Road,Ballymun,Leinster,D11 X2NC,Ireland,IE,53.4075971,-6.2727166,+353 1 253 0166,https://www.decathlon.ie,Mo-Sa 10:00-21:00; Su 10:00-19:00,OpenStreetMap,node/11833654167;way/1133922330;way/1133922331;way/1133922332;way/1133922333;way/1133922334;way/1133922335;way/1133922336;way/1133922337;way/1133922338;way/1133922339;way/1133922340;way/1133922341;way/1133922342;way/1133922343;way/1133922344;way/1133922345;way/1133922346;way/1133922347;way/39450242;way/816313440,https://www.openstreetmap.org/node/11833654167; https://www.openstreetmap.org/way/1133922330; https://www.openstreetmap.org/way/1133922331; https://www.openstreetmap.org/way/1133922332; https://www.openstreetmap.org/way/1133922333; https://www.openstreetmap.org/way/1133922334; https://www.openstreetmap.org/way/1133922335; https://www.openstreetmap.org/way/1133922336; https://www.openstreetmap.org/way/1133922337; https://www.openstreetmap.org/way/1133922338; https://www.openstreetmap.org/way/1133922339; https://www.openstreetmap.org/way/1133922340; https://www.openstreetmap.org/way/1133922341; https://www.openstreetmap.org/way/1133922342; https://www.openstreetmap.org/way/1133922343; https://www.openstreetmap.org/way/1133922344; https://www.openstreetmap.org/way/1133922345; https://www.openstreetmap.org/way/1133922346; https://www.openstreetmap.org/way/1133922347; https://www.openstreetmap.org/way/39450242; https://www.openstreetmap.org/way/816313440,2026-07-11T20:29:07+00:00
DEC-00915,Decathlon,18-27 O'Connell Street Lower,Dublin,Leinster,D01H6K0,Ireland,IE,53.3492007,-6.2594998,+353 1 253 0166,https://www.decathlon.ie/,"Mo-We 09:00-20:00, Th-Fr 09:00-21:00, Sa 09:00-19:00, Su 10:00-19:00",OpenStreetMap,node/11987608793,https://www.openstreetmap.org/node/11987608793,2026-07-11T20:29:07+00:00
DEC-00916,Decathlon,,Luimneach,Munster,,Ireland,IE,52.6621539,-8.5933272,,https://www.decathlon.ie/,Mo-Sa 09:30-19:00; Su 10:30-18:30,OpenStreetMap,node/699224394,https://www.openstreetmap.org/node/699224394,2026-07-11T20:29:07+00:00
DEC-00917,Decathlon,,Ashdod,Southern District,,Israel,IL,31.7761659,34.6639697,,,,OpenStreetMap,node/12625537924,https://www.openstreetmap.org/node/12625537924,2026-07-11T20:29:07+00:00
DEC-00918,Decathlon,,Holon,Tel Aviv,,Israel,IL,31.9872919,34.7654614,,,,OpenStreetMap,node/5071711146,https://www.openstreetmap.org/node/5071711146,2026-07-11T20:29:07+00:00
DEC-00919,Decathlon,,Jerusalem,Jerusalem,,Israel,IL,31.7517859,35.2130162,,,,OpenStreetMap,node/10869263279,https://www.openstreetmap.org/node/10869263279,2026-07-11T20:29:07+00:00
DEC-00920,Decathlon,,Qiryat Bialik,Haifa,,Israel,IL,32.8098984,35.0728123,,,,OpenStreetMap,node/9221965542,https://www.openstreetmap.org/node/9221965542,2026-07-11T20:29:07+00:00
DEC-00921,Decathlon Netanya,10 הגביש,נתניה,Central District,,Israel,IL,32.2897883,34.8622431,0526029032,https://www.decathlon.co.il/en/content/42-our-stores,,OpenStreetMap,way/74168738,https://www.openstreetmap.org/way/74168738,2026-07-11T20:29:07+00:00
DEC-00922,Decathlon,"VIALE MARTIRI DELLA FOCE, 48",Albenga,Liguria,17031,Italy,IT,44.0544492,8.1976338,+39 0182 190 2807,https://www.decathlon.it/store-view/negozio-sport-albenga-savona-0070203002030,Mo-Su 09:30-19:30,AllThePlaces / localisateur officiel; OpenStreetMap,0070203002030;node/12317643926,https://api.woosmap.com/stores?key=woos-25d7be73-ee80-3e98-915d-a5349756f5d2&stores_by_page=300&page=1; https://www.openstreetmap.org/node/12317643926,2026-07-11T20:29:07+00:00
DEC-00923,Decathlon,2f Via Torino di San Michele,Alessandria,Piedmont,15122,Italy,IT,44.9211757,8.5838358,+39 0131 361171,https://www.decathlon.it/store-view/negozio-sport-alessandria-0070047100471,Mo-Su 09:00-20:00,OpenStreetMap,way/605283738,https://www.openstreetmap.org/way/605283738,2026-07-11T20:29:07+00:00
DEC-00924,Decathlon,Via Torino di San Michele 2/F,Alessandria,Piedmont,15122,Italy,IT,44.9213000,8.5800000,+39 0131 361171,https://www.decathlon.it/store-view/negozio-sport-alessandria-0070047100471,Mo-Su 09:00-20:00,AllThePlaces / localisateur officiel,0070047100471,https://api.woosmap.com/stores?key=woos-25d7be73-ee80-3e98-915d-a5349756f5d2&stores_by_page=300&page=1,2026-07-11T20:29:07+00:00
DEC-00925,Decathlon,Viale Amendola 12/13,Arezzo,Tuscany,52100,Italy,IT,43.4762680,11.8595753,+39 0575 173 9612,https://www.decathlon.it/store-view/negozio-sport-arezzo-0070117501175,Mo-Sa 09:00-20:30; Su 09:00-20:00,AllThePlaces / localisateur officiel; OpenStreetMap,0070117501175;node/4257263027,https://api.woosmap.com/stores?key=woos-25d7be73-ee80-3e98-915d-a5349756f5d2&stores_by_page=300&page=1; https://www.openstreetmap.org/node/4257263027,2026-07-11T20:29:07+00:00
DEC-00926,Decathlon,Via del Campo d'Aviazione,Aspio Terme,The Marches,60021,Italy,IT,43.5236842,13.5241258,+39 071 7309128,,Mo-Su 09:00-20:30,OpenStreetMap,node/2981129360,https://www.openstreetmap.org/node/2981129360,2026-07-11T20:29:07+00:00
DEC-00927,Decathlon,"Via Pierina Campanella, 7",Asti,Piedmont,14100,Italy,IT,44.9077860,8.2352400,+39 0141 188 4505,https://www.decathlon.it/store-view/negozio-sport-asti-0070231802318,Mo-Su 09:00-20:00,AllThePlaces / localisateur officiel; OpenStreetMap,0070231802318;node/9026899553,https://api.woosmap.com/stores?key=woos-25d7be73-ee80-3e98-915d-a5349756f5d2&stores_by_page=300&page=1; https://www.openstreetmap.org/node/9026899553,2026-07-11T20:29:07+00:00
DEC-00928,Decathlon,Via Francesco De Blasio 1,Bari,Apulia,70132,Italy,IT,41.1174795,16.8213339,+39 080 537 5710,https://www.decathlon.it/store-view/negozio-sport-bari-0070030300303,Mo-Su 09:30-20:30,AllThePlaces / localisateur officiel; OpenStreetMap,0070030300303;way/1452342088;node/1108920462;way/416496312,https://api.woosmap.com/stores?key=woos-25d7be73-ee80-3e98-915d-a5349756f5d2&stores_by_page=300&page=1; https://www.openstreetmap.org/way/1452342088; https://www.openstreetmap.org/node/1108920462; https://www.openstreetmap.org/way/416496312,2026-07-11T20:29:07+00:00
DEC-00929,Decathlon,"Via Carlo Porta, 2 (CONSEGNA E RITIRO ORDINI ONLINE)",Basiano,Lombardy,20060,Italy,IT,45.5776139,9.4720038,+39 02 5003 3194,https://www.decathlon.it/store-view/negozio-sport-basiano-logistics-services-0070043800438,Mo-Su 06:00-22:00,AllThePlaces / localisateur officiel,0070043800438,https://api.woosmap.com/stores?key=woos-25d7be73-ee80-3e98-915d-a5349756f5d2&stores_by_page=300&page=1,2026-07-11T20:29:07+00:00
DEC-00930,Decathlon,"2 via C Porta, Lombardia",Basiano,Lombardy,20060,Italy,IT,45.5822162,9.4620023,,https://www.decathlon.it/store-view/negozio-sport-club-italia-0070270002700,Mo-Su 09:00-20:00,AllThePlaces / localisateur officiel,0070270002700,https://api.woosmap.com/stores?key=woos-25d7be73-ee80-3e98-915d-a5349756f5d2&stores_by_page=300&page=1,2026-07-11T20:29:07+00:00
DEC-00931,Decathlon,Via Alcide de Gasperi 80/82,Bassano del Grappa,Veneto,36061,Italy,IT,45.7395845,11.7287951,+39 0424 568118,https://www.decathlon.it/store-view/negozio-sport-bassano-del-grappa-vicenza-0070076800768,Mo-Su 09:00-20:00,AllThePlaces / localisateur officiel; OpenStreetMap,0070076800768;way/227642361,https://api.woosmap.com/stores?key=woos-25d7be73-ee80-3e98-915d-a5349756f5d2&stores_by_page=300&page=1; https://www.openstreetmap.org/way/227642361,2026-07-11T20:29:07+00:00
DEC-00932,Decathlon,"Strada Statale 7 Appia, Km 258+750, 82100 Contrada San Vito, Benevento BN",Benevento,Campania,82100,Italy,IT,41.1196500,14.7583230,+39 0824 192 9505,https://www.decathlon.it/store-view/negozio-sport-benevento-0070231102311,Mo-Su 09:30-20:00,AllThePlaces / localisateur officiel; OpenStreetMap,0070231102311;node/8077523804,https://api.woosmap.com/stores?key=woos-25d7be73-ee80-3e98-915d-a5349756f5d2&stores_by_page=300&page=1; https://www.openstreetmap.org/node/8077523804,2026-07-11T20:29:07+00:00
DEC-00933,Decathlon,26 Via Carlo Serassi,Bergamo,Lombardy,24124,Italy,IT,45.7034117,9.6911582,+39 035 1975 2414,https://www.decathlon.it/store-view/negozio-sport-bergamo-chorus-0070312403124,Mo-Su 09:30-20:00,AllThePlaces / localisateur officiel; OpenStreetMap,0070312403124;node/12391651515,https://api.woosmap.com/stores?key=woos-25d7be73-ee80-3e98-915d-a5349756f5d2&stores_by_page=300&page=1; https://www.openstreetmap.org/node/12391651515,2026-07-11T20:29:07+00:00
DEC-00934,Decathlon,VIA MILANO 50,Biella,Piedmont,13900,Italy,IT,45.5687036,8.0719829,+39 015 240 0004,https://www.decathlon.it/store-view/negozio-sport-biella-0070116401164,Mo-Su 09:00-20:00,AllThePlaces / localisateur officiel; OpenStreetMap,0070116401164;node/1723199351,https://api.woosmap.com/stores?key=woos-25d7be73-ee80-3e98-915d-a5349756f5d2&stores_by_page=300&page=1; https://www.openstreetmap.org/node/1723199351,2026-07-11T20:29:07+00:00
DEC-00935,Decathlon,9 Via Rizzoli,Bologna,Emilia-Romagna,40125,Italy,IT,44.4941819,11.3461148,+39 051 029 7505,https://www.decathlon.it/store-view/negozio-sport-bologna-city-0070270302703,Mo-Su 10:00-20:00,AllThePlaces / localisateur officiel; OpenStreetMap,0070270302703;node/3646417556,https://api.woosmap.com/stores?key=woos-25d7be73-ee80-3e98-915d-a5349756f5d2&stores_by_page=300&page=1; https://www.openstreetmap.org/node/3646417556,2026-07-11T20:29:07+00:00
DEC-00936,Decathlon,5-7 Viale Tito Carnacini,Bologna,Emilia-Romagna,40127,Italy,IT,44.5149389,11.3974691,+39 051 633 3387,,Mo-Sa 09:00-21:00; Su 10:00-20:00,OpenStreetMap,way/149870869,https://www.openstreetmap.org/way/149870869,2026-07-11T20:29:07+00:00
DEC-00937,Decathlon,Via Tito Carnacini 5/7 - Parco Meraville,Bologna,Emilia-Romagna,40127,Italy,IT,44.5184000,11.3944000,+39 051 633 3387,https://www.decathlon.it/store-view/negozio-sport-bologna-0070033500335,Mo-Sa 09:00-21:00; Su 10:00-20:00,AllThePlaces / localisateur officiel,0070033500335,https://api.woosmap.com/stores?key=woos-25d7be73-ee80-3e98-915d-a5349756f5d2&stores_by_page=300&page=1,2026-07-11T20:29:07+00:00
